what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565259202157
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565259202342
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565259202846
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565259203552
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565259249876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565259636723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565261232553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565261233844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565261233863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565261233977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565261238566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565261242308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565261242325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565261242444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565276100513
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1565276140979
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565276142651
